9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,1.823184324555328015e-02,-3.092899555480597140e-01,-6.058182386526104191e-01
1.166515597746242971e-01,2.204932879481520391e-01,-1.378643788485883585e-02,1.209874369208710498e-02,-3.043737085487560612e-01,-5.871097451724617278e-01
1.314163394281774588e-01,2.090957175857898198e-01,-1.589734141488691882e-02,1.164890416274217549e-02,-2.998746964509463875e-01,-5.764500786166556479e-01
1.443370476999601415e-01,1.590213197176444937e-01,-1.481815704537538941e-02,1.468203107056787263e-02,-2.957709614774235996e-01,-5.706834914829186367e-01
1.555562894895226589e-01,1.598705869347331887e-01,-1.661782541485692585e-02,1.363474566749772569e-02,-2.917003130368839292e-01,-5.644093514815419210e-01
1.653966851998024679e-01,2.096238535651990809e-01,-2.238918182599514833e-02,9.020939495829089980e-03,-2.876375449778406646e-01,-5.576275618050392513e-01
1.741949326715844792e-01,2.593122933229529692e-01,-2.894109065583404250e-02,4.454717954895369772e-03,-2.847615001979049709e-01,-5.491734531449206091e-01
1.825035418949750576e-01,2.587963363076828394e-01,-3.167400221037033892e-02,2.793710759609603547e-03,-2.819784364128821719e-01,-5.411641613153708175e-01
1.900625201759421345e-01,3.084014916124598327e-01,-3.902193122605630143e-02,-5.082776137636506146e-03,-2.778594358494045347e-01,-5.190554716136862590e-01
1.970458635290961436e-01,3.227589076127417300e-01,-4.359286288618738348e-02,-7.948303742858250920e-03,-2.750562788295727312e-01,-5.105192843053601992e-01
2.033197616877825409e-01,3.722043811364317278e-01,-5.176788441540532137e-02,-1.647248317741295195e-02,-2.708568365583447490e-01,-4.879890093098389614e-01
2.091755901539593399e-01,3.836609287060339657e-01,-5.661270896752067933e-02,-1.951117516111186209e-02,-2.681001432030239440e-01,-4.792690988602257285e-01
2.145217375921619485e-01,4.159909215154781736e-01,-6.362439472108462335e-02,-2.680232011956172958e-02,-2.643157728119382432e-01,-4.606968964188178361e-01
2.195890784110546001e-01,4.110444861251929538e-01,-6.689125147471616795e-02,-2.982991114165817539e-02,-2.616959190513328259e-01,-4.525390572141618217e-01
2.243155932259622287e-01,4.230085438851642898e-01,-7.168932028669290635e-02,-3.442176672288845690e-02,-2.587508737576929008e-01,-4.413021158443080072e-01
2.286630748120604129e-01,4.249208867816782753e-01,-7.530476127054552826e-02,-3.785246524154674969e-02,-2.561720260587090348e-01,-4.328305593025780218e-01
2.327365538129569089e-01,4.297309145857651780e-01,-7.904882673017700478e-02,-4.170219879388659123e-02,-2.535582217050660336e-01,-4.237847185533948902e-01
2.364520164284713843e-01,4.363007475318290695e-01,-8.283201371104385868e-02,-4.536592725628574990e-02,-2.510341250770751764e-01,-4.150585768982081314e-01
2.399237398232507423e-01,4.353952488703478063e-01,-8.563868446708226834e-02,-4.857789633035872190e-02,-2.487199266726422275e-01,-4.077489125305525097e-01
2.430873392762464835e-01,4.455398649968875247e-01,-8.950241283004362058e-02,-5.237591264646556527e-02,-2.462564634293565036e-01,-3.987987697307429635e-01
2.460107682772911808e-01,4.398277530589419504e-01,-9.145282604429888496e-02,-5.501691369000298593e-02,-2.442179598237504412e-01,-3.929333443129218173e-01
2.486927018483027219e-01,4.529325528181270544e-01,-9.535120704317645579e-02,-5.888236514960217688e-02,-2.418172462963360525e-01,-3.837770570572956452e-01
2.511180006981339474e-01,4.430500918334789873e-01,-9.651106171767601105e-02,-6.100238487208470284e-02,-2.400337246752016207e-01,-3.791467673724437382e-01
2.533787787536308511e-01,4.587233502502055527e-01,-1.004190091361266135e-01,-6.488562734584528424e-02,-2.376959277347964472e-01,-3.697959184194649085e-01
2.553515236480264350e-01,4.451493662484283798e-01,-1.008464360958632733e-01,-6.652660387906568495e-02,-2.361482274726113550e-01,-3.662392372445261723e-01
2.572430244364138363e-01,4.631156126488572555e-01,-1.047502047824912103e-01,-7.038871033107581277e-02,-2.338724599701451912e-01,-3.567022471814278450e-01
2.588042768890475021e-01,4.462299165970521897e-01,-1.044990312390259163e-01,-7.158855281442269569e-02,-2.325423473293710963e-01,-3.540877337581938566e-01
2.603709598427384475e-01,4.662787587928070021e-01,-1.083913208708302267e-01,-7.539801717043849438e-02,-2.303271368449061884e-01,-3.443715207156173852e-01
2.615577489539352984e-01,4.463946134642212127e-01,-1.075124317693259834e-01,-7.619252457217685903e-02,-2.291970769087639248e-01,-3.425883148306412274e-01
2.628378007928516280e-01,4.683543391165783665e-01,-1.113896394000505330e-01,-7.992337911452573884e-02,-2.270406207410114174e-01,-3.326992266578885360e-01
2.636790667278998135e-01,4.450689971406777690e-01,-1.098481096674565199e-01,-8.031085641711599443e-02,-2.261087265529646007e-01,-3.317655875799192522e-01
2.647026663325278695e-01,4.676512662700430534e-01,-1.135577096720161439e-01,-8.399625652534764564e-02,-2.240188985156130463e-01,-3.218024929888104180e-01
2.652320573589209141e-01,4.413125308709270889e-01,-1.113889388967827659e-01,-8.388312968446426376e-02,-2.232846735826792273e-01,-3.217460021039298401e-01
2.660375814225737767e-01,4.658547645538210769e-01,-1.150942635732926933e-01,-8.744354177297433695e-02,-2.212468451348581500e-01,-3.116070873085859949e-01
2.662704016763378090e-01,4.356598313976258185e-01,-1.122177946049896513e-01,-8.694211935067659713e-02,-2.206981317758524297e-01,-3.123832470260305971e-01
2.668412712565498834e-01,4.559650686738621062e-01,-1.151474489690961084e-01,-8.994441253898984023e-02,-2.188681896417105643e-01,-3.032763938133702930e-01
2.668086931158769604e-01,4.225699819871313601e-01,-1.115655219718052898e-01,-8.880538137966033363e-02,-2.185157753310860429e-01,-3.049784145484856768e-01
