1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.002371043645362336e-01,2.976368651074646765e-01,8.541595008024812502e-03,5.000000000000000278e-02,2.500000000000000000e-01,-1.650000000000000133e+00,4.367613904308162323e-04,5.000000000000000278e-02,-5.000000000000000278e-02,5.000000000000000278e-02,-5.000000000000000278e-02,0.000000000000000000e+00
1.000000000000000056e-01,2.004742087290724561e-01,2.952737302149293641e-01,1.643457762493138324e-02,1.000000000000000056e-01,2.446037155475674907e-01,-1.700000000000000178e+00,1.033273013026416451e-03,1.000000000000000056e-01,-1.000000000000000056e-01,1.000000000000000056e-01,-1.000000000000000056e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.007113130936086787e-01,2.929105953223940517e-01,2.376716407873184431e-02,1.500000000000000222e-01,1.946037155475675018e-01,-1.750000000000000222e+00,1.627197071899115282e-03,1.500000000000000222e-01,-1.500000000000000222e-01,1.500000000000000222e-01,-1.500000000000000222e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.009484174581449012e-01,2.905474604298587393e-01,3.063352633525962682e-02,2.000000000000000111e-01,1.446037155475675129e-01,-1.752417178177865242e+00,2.067356468060071832e-03,2.000000000000000111e-01,-2.000000000000000111e-01,2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.010028701039318078e-01,2.883336668446652151e-01,3.706998502331657064e-02,2.500000000000000000e-01,9.460371554756751011e-02,-1.710319601846482573e+00,2.505885795998271000e-03,2.500000000000000000e-01,-2.500000000000000000e-01,2.359511605901197517e-01,-2.500000000000000000e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.002047500586976447e-01,2.868169612537859181e-01,4.312494922055892799e-02,2.999999999999999889e-01,4.460371554756750734e-02,-1.660984908817250805e+00,3.101083273201713994e-03,2.999999999999999889e-01,-2.999999999999999889e-01,2.063258409619346256e-01,-2.999999999999999889e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.991417347946980998e-01,2.855168416252501506e-01,4.887187920256764323e-02,3.499999999999999778e-01,-5.396284452432495438e-03,-1.651223951806237711e+00,3.888867843714633593e-03,3.499999999999999778e-01,-3.499999999999999778e-01,1.563258409619346367e-01,-3.499999999999999778e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.980787195306985549e-01,2.842167219967143832e-01,5.438066860936368457e-02,3.904972585919914141e-01,6.231359197980762543e-03,-1.701223951806237755e+00,4.714074067137985664e-03,3.999999999999999667e-01,-3.999999999999999667e-01,1.063258409619346340e-01,-3.999999999999999667e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.969490998511247981e-01,2.829710600571875290e-01,5.968657047907888896e-02,4.404972585919914030e-01,-2.150255825029145917e-02,-1.738051941707954073e+00,5.543616599099002520e-03,4.448770548407744441e-01,-4.499999999999999556e-01,5.632584096193463119e-02,-4.499999999999999556e-01,0.000000000000000000e+00
