1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.991999999999999882e-01,0.000000000000000000e+00,7.534999999999999476e-01,0.000000000000000000e+00
9.999999999728017563e-01,0.000000000000000000e+00,7.375391132913155892e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.375391132913155892e-06,0.000000000000000000e+00,9.999999999728017563e-01,1.992043489051244232e-01,0.000000000000000000e+00,7.535015572978002174e-01,0.000000000000000000e+00
9.999999995655552976e-01,0.000000000000000000e+00,2.947692856562055748e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.947692856562055748e-05,0.000000000000000000e+00,9.999999995655552976e-01,1.992173811626617164e-01,0.000000000000000000e+00,7.535062237972962595e-01,0.000000000000000000e+00
9.999999978042987125e-01,0.000000000000000000e+00,6.626765831918014196e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-6.626765831918014196e-05,0.000000000000000000e+00,9.999999978042987125e-01,1.992390751883502120e-01,0.000000000000000000e+00,7.535139911213587505e-01,0.000000000000000000e+00
9.999999930721041874e-01,0.000000000000000000e+00,1.177106263114813793e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.177106263114813793e-04,0.000000000000000000e+00,9.999999930721041874e-01,1.992694095336297599e-01,0.000000000000000000e+00,7.535248505137118746e-01,0.000000000000000000e+00
9.999999831144995577e-01,0.000000000000000000e+00,1.837688782393865760e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.837688782393865760e-04,0.000000000000000000e+00,9.999999831144995577e-01,1.993083628844272703e-01,0.000000000000000000e+00,7.535387928421048986e-01,0.000000000000000000e+00
9.999999650448758715e-01,0.000000000000000000e+00,2.644054594151181445e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.644054594151181445e-04,0.000000000000000000e+00,9.999999650448758715e-01,1.993559140599185653e-01,0.000000000000000000e+00,7.535558086014665369e-01,0.000000000000000000e+00
9.999999353498818522e-01,0.000000000000000000e+00,3.595834145577180311e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.595834145577180311e-04,0.000000000000000000e+00,9.999999353498818522e-01,1.994120420112663883e-01,0.000000000000000000e+00,7.535758879170416646e-01,0.000000000000000000e+00
9.999998898948042614e-01,0.000000000000000000e+00,4.692657875404003661e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.692657875404003661e-04,0.000000000000000000e+00,9.999998898948042614e-01,1.994767258203352656e-01,0.000000000000000000e+00,7.535990205475104897e-01,0.000000000000000000e+00
9.999998239289348279e-01,0.000000000000000000e+00,5.934156210946113117e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.934156210946113117e-04,0.000000000000000000e+00,9.999998239289348279e-01,1.995499446983838299e-01,0.000000000000000000e+00,7.536251958880905155e-01,0.000000000000000000e+00
